barkod,naziv_spar,marka_spar,cijena_spar,akcijska_cijena_spar,kategorija_spar,naziv_kaufland,marka_kaufland,cijena_kaufland,akcijska_cijena_kaufland,kategorija_kaufland,razlika_eur,jeftiniji,razlika_posto
3858881191822,"VINO LAGUNA MUŠKAT RUŽA 0,5 L",,11.88,,Pića,"Vina Laguna Muškat ruža vrh 0,5 l",Vina Laguna,11.88,,,0.0,isto,0.0
8445290795083,INSTANT KAVA NESC.GOLD 150 g,Nestle,11.79,,Pića,Nescafe gold Kava instant 150 g,Nescafe gold,11.79,,,0.0,isto,0.0
3858893811268,"PIVO GARDEN OBALA 0,44 L",,2.95,,Pića,"The Garden Pivo Pal.A.Obala4,7%0,44L LIM",The Garden,2.95,,,0.0,isto,0.0
9007253104906,MLIJEKO ZAM.BEBIMIL 2 600 g,Bebimil,11.59,,Hrana,Bebimil 2 6+mj nova recep. 600g,Bebimil 2,11.59,,,0.0,isto,0.0
3850108052855,SIR OVIDUR 280 g,,11.49,,Hrana,Vindija Sir ovčji tvr.45%mm Ovidur 280g,Vindija,11.49,,,0.0,isto,0.0
3859889833424,"VINO MADIR.PLAVAC MALI 0,75 L",,11.49,,Pića,"Madirazza Vino Plavac mali vrhun. 0,75L",Madirazza,11.49,,,0.0,isto,0.0
3858892725771,KOB.ČAJNA MAKSI 600 g GAVRIL.,Gavrilovic,11.45,,Hrana,Gavrilović Kobas.čajna maxi bez gl.600g,Gavrilović,11.45,,,0.0,isto,0.0
3850139010541,ČAJNA KOBASICA XXL 650 g,Pik,11.45,,Hrana,PIK Čajna kobasica XXL 650g,PIK,11.45,,,0.0,isto,0.0
80310167,ČOKOLADA KINDER MAXI 126 g,Kinder,2.89,,Hrana,Kinder Maxi Čokolada 126 g,Kinder Maxi,2.89,,,0.0,isto,0.0
38506222,BOM.CEDEVITA NARANČA 18 g,Cedevita,0.85,,Hrana,Cedevita Bomboni naranča 18g,Cedevita,0.85,,,0.0,isto,0.0
38500480,PAŠTETA PODRAVKA KOKOŠJA 50 g,Podravka,0.85,,Hrana,Podravka pašteta kokošja 50 g,Podravka,0.85,,,0.0,isto,0.0
38500701,PAŠTETA PODRAVKA ČAJNA 50 g,Podravka,0.85,,Hrana,Podravka pašteta čajna 50 g,Podravka,0.85,,,0.0,isto,0.0
38500503,PAŠTETA PODRAVKA PILEĆA 50 g,Podravka,0.85,,Hrana,Podravka pašteta pileća 50 g,Podravka,0.85,,,0.0,isto,0.0
3850159125072,NAREZAK SENDVIČ SA SIROM 500 g,Cekin,2.89,,Hrana,Cekin Sendvič narezak sa sirom 500 g,Cekin,2.89,,,0.0,isto,0.0
8003185006012,OCAT ACETO BALSAMICO 250 ml,Monari,2.29,,Hrana,"Monari Feder.aceto balsamico stan.0,25 l",Monari Federzoni,2.29,,,0.0,isto,0.0
3850104272080,ŽELATINA MLJEV.DOL. 3X10g 30 g,Podravka,2.29,,Hrana,Dolcela Želatina mljevena 3x10 g,Dolcela,2.29,,,0.0,isto,0.0
3858881083790,ČAJ FRANCK TREŠNJA K.OMOT 55 g,Franck,2.29,,Pića,Franck filter čaj trešnja 55g,Franck,2.29,,,0.0,isto,0.0
5410673007452,RIŽA BEN´S ORIG.DUG.ZR.250 g,,2.39,,Hrana,Ben´s Original Riža dugog zrna 250g,Ben's Original,2.39,,,0.0,isto,0.0
3838945508995,NEKTAR PREMIUM MARELICA 1 L,Fructal,2.39,,Pića,Fructal Superior marelica nektar 1 l,Fructal,2.39,,,0.0,isto,0.0
8595021607441,SIR CHEDD.SLICE PRESIDEN.100 g,President,2.39,,Hrana,President Cheddar rezani sir 100 g,President,2.39,,,0.0,isto,0.0
3850102516803,BOMBONI BRONHI ORIGINAL 200 g,Krašcommerce,2.39,,Hrana,Bronhi karamela 200g,Bronhi,2.39,,,0.0,isto,0.0
3859891205776,KREMA NEVEN 100 ml,Encian,2.39,,Kozmetika,Encian Krema neven 100ml,Encian,2.39,,,0.0,isto,0.0
5997381372701,KOLAČ PANNA COTTA DR.OETK.124g,Dr. Oetker,2.39,,Hrana,Dr.Oetker pana cotta 124 g,Dr. Oetker,2.39,,,0.0,isto,0.0
3850108032529,"JOGURT 2,8%Z BREG.TTOP 1000 g",Z Bregov,2.39,,Hrana,"zbregov jogurt 2,8% TTOP 1000 g",`z bregov,2.39,,,0.0,isto,0.0
3858887241729,ŠUM.TAB.NATUREL MULTIVITA.96 g,Naturel,2.39,,Hrana,Naturel šumeće tablete- multivitamin 96g,Naturel,2.39,,,0.0,isto,0.0
3850159110931,PILEĆA JETRA SA SRCEM 500 g,Vindija,2.39,,Hrana,"Cekin pileća jetra sa srcem, svježa 500g",Cekin,2.39,,,0.0,isto,0.0
3856022303134,"VODA STUDENA IZVORSKA 0,75 L",,0.83,,Pića,"Studena sport negaz.min.v. 0,75l PET",Studena sport,0.83,,,0.0,isto,0.0
8076802085738,TJE.BARILLA PENNE RIGATE 500 g,Barilla,1.89,,Hrana,Barilla penne rigate br.73  500 g,Barilla,1.89,,,0.0,isto,0.0
3850108059083,NAMAZ SIR.LIGHT Z BREGOV 200 g,Vindija,1.89,,Hrana,Z bregov sirni namaz light 40% mm 200 g,`Z bregov,1.89,,,0.0,isto,0.0
3859888666382,TJEST.MARODI PENE RIGATE 400 g,,1.89,,Hrana,Marodi penne rigate 400 g,Marodi,1.89,,,0.0,isto,0.0
8076800195019,TJES.BARILLA CAPELLINI 500 g,,1.89,,Hrana,Barilla capellini n.1 500 g,Barilla,1.89,,,0.0,isto,0.0
5000159484640,SLAD.TWIX X-TRA PRUTIĆ 47 g,Mars,1.89,,Hrana,Twix extra sladoled prutić 47 g,#,1.89,,,0.0,isto,0.0
3859890063476,VL.MAR.BLISTA DRVO 50/1,Blista,1.89,,Sredstva za čišćenje,Blista vlaž. maramice.za čišć.drvo 50/1,Blista,1.89,,,0.0,isto,0.0
3856024806312,ČOKOLADA RIKI CORNFLAKES 95 g,,1.89,,Hrana,Riki Čokolada mliječna s kukruz.pah.95g,Riki,1.89,,,0.0,isto,0.0
5907707051029,AROMA VANILIJA.DR.OETKER 38g,Dr. Oetker,1.79,,Hrana,Dr.Oetker aroma vanilija bočica 38 ml,Dr. Oetker,1.79,,,0.0,isto,0.0
3858889862939,ČOK.MINI BANANA KANDIT 120 g,Kandit,1.79,,Hrana,Kandit choco banana mini original 120 g,Kandit,1.79,,,0.0,isto,0.0
3858887101474,BRAŠN.PŠ.OŠTRO T-400 TENA 1 kg,Tena,0.83,,Hrana,Tena Brašno oštro pšenično T-400 1kg_OC,Tena,0.83,,,0.0,isto,0.0
3850112122193,RAKIJA TRAVARICA BADEL 1 L,,12.15,,Pića,"Badel Travarica 37,5% 1 l",Badel,12.15,,,0.0,isto,0.0
3856020252304,DŽEM MIJEŠ.VOĆE PODRAVKA 690 g,Podravka,2.89,,Hrana,Podravka Džem mješano voće 690 g_OC,Podravka,2.89,,,0.0,isto,0.0
3859889556781,"VINO VRH.GRAŠEVINA I.P.0,75 L",,12.05,,Pića,"Iločki podrumi Graševina vrh. vino 0,75l",Iločki podrumi,12.05,,,0.0,isto,0.0
3859889556798,"VINO VRH.CHARDONNAY I.P.0,75L",,12.05,,Pića,"Iločki podrumi chardonnay vrh.vino 0,75l",Iločki podrumi,12.05,,,0.0,isto,0.0
5054563200686,ZUBNA PASTA AQUAFRESH 125 ml,Aquafresh,2.99,,Kozmetika,Aquafresh Pasta za zube Ac.fresh125ml_OC,Aquafresh,2.99,,,0.0,isto,0.0
3850112142993,VODKA VIGOR ORIGINAL 1 L,,12.02,,Pića,"Vigor vodka original 37,5% 1 l",Vigor,12.02,,,0.0,isto,0.0
8410036009090,"PJEN.CORD.NEGRO BRUT 0,75 L",,11.99,,Pića,"Freixenet pjenušavo vino Negro 0,75 l",Freixenet,11.99,,,0.0,isto,0.0
8410036001094,"PJENUŠAC FREIX.ROSE ED 0,75 L",Freixenet,11.99,,Pića,"Freixenet Rose Extra dry 0,75 l",Freixenet,11.99,,,0.0,isto,0.0
3850108057928,SIR EMMENTALER VINDIJA 150 g,Vindija,2.99,,Hrana,Vindija Sir Emmentaler polutv.45%mm150g,Vindija,2.99,,,0.0,isto,0.0
7891000255025,INST.KAVA NES.CLASSIC LIM200 g,Nescafe,11.99,,Pića,Nescafe instant kava classic lim 200g,Nescafe,11.99,,,0.0,isto,0.0
3838471049665,INSTA.KAVA BARCAFFE GOLD 200 g,Barcaffe,11.99,,Pića,Barcaffe Kava instant Gold 200 g,Barcaffe,11.99,,,0.0,isto,0.0
3870085020753,VRHNJE KISELO MEGG.12%MM 180 g,Meggle,0.85,,Hrana,Meggle Vrhnje kiselo 12% mm 180g_OC,Meggle,0.85,,,0.0,isto,0.0
38506239,BOM.CEDEVITA LIMUN 18 g,Cedevita,0.85,,Hrana,Cedevita Bomboni limun 18g,Cedevita,0.85,,,0.0,isto,0.0
3850158302108,RAKIJA TRAVARICA MARASKA 1 L,,12.49,,Pića,"Maraska Travarica PLJOSKA 37,5% 1 L",Maraska,12.49,,,0.0,isto,0.0
3850108079555,VOĆ.NEKTAR BRESKVA VINDI 2 L,,2.99,,Pića,Vindi kašasti nektar breskva 2 l,Vindi,2.99,,,0.0,isto,0.0
7613287319746,JUHA MAGGI PILEĆA 37 g,Maggi,0.79,,Hrana,Maggi juha pileća s tjesteninom 37 g,Maggi,0.79,,,0.0,isto,0.0
80800019,BOMBONI TIC-TAC JAGODA 18 g,Tic Tac,0.79,,Hrana,B_Tic Tac Bomboni strawberry mix 18g,Tic Tac,0.79,,,0.0,isto,0.0
3850257060985,"MLIJEKO TRAJNO KK 2,8% 1 L",Belje,0.79,,Hrana,"Kravica Kraljica Mlij.2,8%m.m.1 l UHT_OC",Kravica Kraljica,0.79,,,0.0,isto,0.0
3850354019121,"JOGURT B AKTIV 1,5% M.M.150 g",Dukat,0.79,,Hrana,B.aktiv LGG jogurt natur 150 g,B.aktiv,0.79,,,0.0,isto,0.0
5999860497547,"LED.ČAJ XIXO MALINA BOR.0,25 L",,0.79,,Pića,"Xixo Ledeni čaj malina borovn.0,25L LIM",Xixo,0.79,,,0.0,isto,0.0
4008400290126,DES. MLIJEČNI KIND.PINGUI 30 g,Ferrero,0.79,,Hrana,Kinder Pingui 30 g,Kinder,0.79,,,0.0,isto,0.0
80874652,KEKSI KINDER CARDS 26 g,Kinder,0.79,,Hrana,"B_Kinder cards 25,6 g",Kinder,0.79,,,0.0,isto,0.0
7613287314949,JUHA MAGGI GOVEĐA 37 g,Maggi,0.79,,Hrana,Maggi juha goveđa s tjesteninom 37 g,Maggi,0.79,,,0.0,isto,0.0
3850108059113,NAMAZ MLIJ. CLASSIC Z BRE.70 g,Z Bregov,0.79,,Hrana,Zbregov Namaz mliječni 25%m.m. 70g,Zbregov,0.79,,,0.0,isto,0.0
3858884991085,MESNI NAREZAK PIVAC 100 g,Pivac,0.79,,Hrana,Pivac Narezak mesni bez glutena 100g,Pivac,0.79,,,0.0,isto,0.0
3850104213120,RAJČICA PASIRANA PODRAVKA 200g,Podravka,0.79,,Hrana,Podravka pasirana istarska rajčica 200g,Podravka,0.79,,,0.0,isto,0.0
4006824018111,DRES.DEVELEY JOG 75 ml VREĆICA,Develey,0.79,,Hrana,Develay preljev za salatu s jogur.75 ml,Develey,0.79,,,0.0,isto,0.0
3850104048333,JUHA INS.FINI MINI GOVEĐA 18 g,,0.79,,Hrana,Fini-Mini Juha goveđa s rezancima 18 g,Fini-mini,0.79,,,0.0,isto,0.0
8017331098059,MLIJ.L´ANGEL.SUN SPF50  200 ml,L´Angelica,12.99,,Kozmetika,L`Angelica Mlijeko za sunč.SPF50 200ml,L`Angelica,12.99,,,0.0,isto,0.0
3859889217378,"VINO KRAU.PINOT SIVI 0,75 L",,12.99,,Pića,"Krauthaker Vino Pinot si.vrh.13,5% 0,75L",Krauthaker,12.99,,,0.0,isto,0.0
3850112112750,"LIKER TERANINO BADEL 0,7 L",,12.99,,Pića,"Badel Liker Teranino 16% 0,7 L",Badel,12.99,,,0.0,isto,0.0
80053835,ULJE MAS.EXT.DJEV.MONINI 1 L,Monini,12.99,,Hrana,Monini ex.djev. masl. ulje classico 1l,Monini,12.99,,,0.0,isto,0.0
8006550301040,"LIKER AMARO RAMAZZOTTI 0,7 L",,12.99,,Pića,"Ramazzotti Liker biljni Amaro 30% 0,7L",Ramazotti,12.99,,,0.0,isto,0.0
3859889711579,JAJA ŽITO PODNI UZG.M 10/1,Žito,2.99,,Hrana,Žito Jaja svježa M raz. podni uz.10/1,Žito,2.99,,,0.0,isto,0.0
3800020491508,ČOK.KIT KAT SLANA KARAM. 99 g,,2.79,,Hrana,Kit Kat Čokolada mlije.slana karamela99g,Kit Kat,2.79,,,0.0,isto,0.0
3850112110756,"LIKER BADEL PELINKOVAC 0,7 L",,12.52,,Pića,"Badel pelinkovac gorki liker 31% 0,7 l",Badel,12.52,,,0.0,isto,0.0
3850112111517,"LIK.BADEL PELINKOV.ORAN.0,7 L",,12.52,,Pića,"Badel Liker Pelinkovac Orange 25% 0,7L",Badel,12.52,,,0.0,isto,0.0
3859892481001,"VINO KRAUTHAK.GRAŠEVINA 0,75 L",,12.49,,Pića,"Krauthaker Vino graš. Vrh. 13,5% 0,75L",Krauthaker,12.49,,,0.0,isto,0.0
3850102125845,BOMBONIJERA GRIOTTE 358 g,,12.49,,Hrana,Griotte 358 g,Griotte,12.49,,,0.0,isto,0.0
3800020491461,ČOK.KIT KAT HEZELNUT 99 g,,2.79,,Hrana,Kit Kat Čokolada mliječna lješnjak 99 g,Kit Kat,2.79,,,0.0,isto,0.0
3859889556774,"VINO VRH.TRAMINAC I.P.0,75 L",,13.05,,Pića,"Iločki podrumi Traminac vrh. vino 0,75 l",Iločki podrumi,13.05,,,0.0,isto,0.0
3800020491478,ČOK.KIT KAT DOUBLE CHOC 99 g,,2.79,,Hrana,Kit Kat Čokolada mliječna Double Ch.99g,Kit Kat,2.79,,,0.0,isto,0.0
3850158401504,"LIKER CHERRY BRANDY ZAD.0,70L",Maraska,13.02,,Pića,"Maraska Liker Cherry Brandy 31% 0,7 L",Maraska,13.02,,,0.0,isto,0.0
3858892460115,LIKER DALM.ORAHOVAC 1 L,,13.02,,Pića,Dalmacijavino Orahovac 28% alk 1 L,Dalmacijavino,13.02,,,0.0,isto,0.0
4006824028219,DRES.DEVELEY SA ZAČ 75 ml VREĆ,Develey,0.79,,Hrana,Develey Prelj.za sal.začinsko bilje75 ml,Develey,0.79,,,0.0,isto,0.0
3850108073119,"ENERGETSKO PIĆE URAGAN 0,25 L",,0.79,,Pića,"Uragan Piće ener.gaz.bezal.voć0,25L LIM",Uragan,0.79,,,0.0,isto,0.0
3859889770187,VRHNJE KIS.12% EURO-MILK 180 g,Euro Milk,0.79,,Hrana,Euromilk Vrhnje kiselo 12% mm 180 g,Euro-milk,0.79,,,0.0,isto,0.0
4006824008013,DRESSI.DEVELEY COCKTAIL 75 ml,Develey,0.79,,Hrana,Develey Preljev za sal. Coctktail 75 ml.,Develey,0.79,,,0.0,isto,0.0
5000159604819,"ČOKOLADA MILKY WAY MILK 21,5 g",Milky Way,0.79,,Hrana,"Milky Way Čokoladica 21,5g",Milky Way,0.79,,,0.0,isto,0.0
4006824018067,DRESS.DEVELEY BALSAMICO 75 ml,Develey,0.79,,Hrana,Develey preljev za salatu balsami. 75 ml,Develey,0.79,,,0.0,isto,0.0
5999571050598,"GAZ.P. XIXO TUTTI FRUIT.0,25 L",,0.79,,Pića,"XIXO tutti fruity 0,25 l lim",XIXO,0.79,,,0.0,isto,0.0
5999885747085,"LED.ČAJ XIXO BRESKVA 0,25 L",,0.79,,Pića,"Xixo Ledeni čaj breskva 0,25L LIM",Xixo,0.79,,,0.0,isto,0.0
80816652,BOMBONI TIC TAC FRUI. MIX 18 g,Tic Tac,0.79,,Hrana,B_Tic Tac bomboni fruity mix 18 g,Tic Tac,0.79,,,0.0,isto,0.0
8600939212448,ŠTAP.PRIMA S KIKIRIKIJEM 230 g,Prima,1.89,,Hrana,Prima Štapići s kikirikijem 230g,Prima,1.89,,,0.0,isto,0.0
3850102012794,ŠTRU.KRAŠ SMOK.PREKRAŠNI 200 g,Kraš,1.89,,Hrana,Prekrašni Štrudlice smokva 200g,Prekrašni,1.89,,,0.0,isto,0.0
3850102009992,ŠTRU.KRAŠ MIJE.VOĆE PREK.200 g,Kraš,1.89,,Hrana,Prekrašni Štrudlice miješano voće 200g,Prekrašni,1.89,,,0.0,isto,0.0
3850104226212,ZAČIN MJ.VEGETA PODRAVKA 150 g,Podravka,1.89,,Hrana,Vegeta vrećica 150 g,Vegeta,1.89,,,0.0,isto,0.0
5907653100697,KEKS BALVITEN ČOKO BG.130 g,,2.39,,Hrana,Balviten Keks s čoko.bez glutena 130g,Balviten,2.39,,,0.0,isto,0.0
3858890207002,NAREZAK GAVR.ŠUNKA PIK.150 g,Gavrilovic,2.39,,Hrana,Gavrilović šunka narezak pikant 150 g,Gavrilović,2.39,,,0.0,isto,0.0
3859893357282,"PIVO HENDRIX 0,5 L MEDVEDGRAD",,2.39,,Pića,"Medvedgrad Pivo Hendrix 3,8% 0,5L NB",Medvedgrad,2.39,,,0.0,isto,0.0
3859888666016,TJES.MARODI REZANCI USKI 400 g,,2.39,,Hrana,Marodi domaći uski rezanci s jajima 400g,Marodi,2.39,,,0.0,isto,0.0
3850104255274,ZAČIN MJ.VEGETA PODRAVKA 200 g,Podravka,2.39,,Hrana,Vegeta bočica 200 g,Podravka,2.39,,,0.0,isto,0.0
4006670128002,MAR.ZEWA DELUXE KUTIJA 90/1,Zewa,2.35,,Toaletne potrepštine,Zewa maramice soft&strong 3sl 90 kom,Zewa,2.35,,,0.0,isto,0.0
9001414204788,ZAČ.PRŽENI LUK KOTANYI 50 g,Kotanyi,1.69,,Hrana,Kotanyi Prženi luk hrskavi 50 g,Kotanyi,1.69,,,0.0,isto,0.0
3850354015857,JOG.B AKTIV JAB.DINJ.MRK.330 g,Dukat,1.69,,Hrana,B.aktiv LGG jog jab.dinja mrkva 330g PET,Dukat,1.69,,,0.0,isto,0.0
3850354015840,JOG.DRINK B AKTIV ACAI 330 g,Dukat,1.69,,Hrana,B.aktiv LGG jogurt acai š.voće 330 g PET,Dukat,1.69,,,0.0,isto,0.0
3859888333062,AROMA BANANA AROMAR 15 ml,Aromar,1.69,,Hrana,Aroma banana 15 ml,Aroma,1.69,,,0.0,isto,0.0
3858881046610,ČOKOLAD.TUTTI FRUTTI KAND.80 g,Kandit,1.69,,Hrana,Kandi čokolada Tuti Frutti 80 g,Kandi,1.69,,,0.0,isto,0.0
4018077006654,FLIPS LORENZ CLASSIC 120 g,Lorenz,2.29,,Hrana,Curly Flips s kikirikijem 120 g,Curly,2.29,,,0.0,isto,0.0
3850104267031,TUNA EVA USIT.BILJ.ULJE 160 g,Eva,2.29,,Hrana,Eva tuna komadići u bilj. ulju 160g/112g,Eva,2.29,,,0.0,isto,0.0
3850102122073,ČOK.DORINA CIJELI LJEŠNJ.100 g,Dorina,2.29,,Hrana,Dorina čokolada s cije. lješnjakom 100g,Dorina,2.29,,,0.0,isto,0.0
3858881044012,KAKAO U PRAHU KANDIT 100 g,Kandit,2.29,,Pića,Dessert Chef Kakao u prahu 100g,Dessert Chef,2.29,,,0.0,isto,0.0
40122649,PRELJEV ZA SAL.KÜHNE JOG 250ml,Kühne,2.79,,Hrana,Kühne Dressing Jogurt 250ml,Kühne,2.79,,,0.0,isto,0.0
3856020230982,JUHA INS.FINI MINI GLJIVE 20 g,Podravka,0.79,,Hrana,Fini-Mini Juha krem od gljiva 20 g,Fini-Mini,0.79,,,0.0,isto,0.0
3850104048296,JUHA INS.FINI MINI KOKOŠ.18 g,,0.79,,Hrana,Fini-Mini Juha kokošja s rezan.18g,Fini-mini,0.79,,,0.0,isto,0.0
80052333,BOMBONI TIC-TAC ORANGE 18 g,Tic Tac,0.79,,Hrana,B_Tic Tac bomboni naranča 18g,Tic Tac,0.79,,,0.0,isto,0.0
3850104260940,JUHA IN.FINI MINI RAJČICA 23 g,Podravka,0.79,,Hrana,Fini-Mini Juha od rajčice i mozzarel.23g,Fini-Mini,0.79,,,0.0,isto,0.0
80052043,BOMBONI TIC-TAC MINT 18 g,Tic Tac,0.79,,Hrana,B_Tic Tac bomboni mint 18g,Tic Tac,0.79,,,0.0,isto,0.0
4006824018180,DRESS.DEVELEY ULJE I OC.75 ml,Develey,0.79,,Hrana,Develey prelj.za sal. s oct i ulj. 75 ml,Develey,0.79,,,0.0,isto,0.0
3850104266737,JUHA DOMAĆA PODRAVKA 46 g,,0.79,,Hrana,Podravka domaća juha goveđ. s tjes. 46 g,Podravka,0.79,,,0.0,isto,0.0
3850104270185,JUHA BISTRA S TJEST.PODRA.45 g,,0.79,,Hrana,Podravka bistra juha s tjesteninom 45 g,Podravka,0.79,,,0.0,isto,0.0
3859889179300,TARTUFI I VRGANJI ZIGANTE 80 g,Zigante,13.29,,Hrana,Tartufi i vrganji-staklenka 80 g Zigante,Zigante,13.29,,,0.0,isto,0.0
5202795120054,"BRANDY 5 METAXA 0,7 L",,13.79,,Pića,"Metaxa 5* Rakija 38% 0,7 l",Metaxa 5*,13.79,,,0.0,isto,0.0
5300000085058,SKENDERBEU A.C. 0.5 L,,13.79,,Pića,"Skenderbeu AC 40% 0,5L",Skenderbeu,13.79,,,0.0,isto,0.0
3859889179218,TARTUFATA ZIGANTE 130 g,Zigante,13.49,,Hrana,Tartufata  130 g Zigante,#,13.49,,,0.0,isto,0.0
3859888214347,"VINO POSTUP SKARAMUČA 0,75 L",,13.49,,Pića,"Skaramuča Postup vrhunsko vino 0,75 l",Vina Skaramuča,13.49,,,0.0,isto,0.0
3859893153877,"PIVO GARDEN PALE ALE 0,33 L",,1.79,,Pića,"Garden Pale Ale 4,8% 0,33 l",Garden,1.79,,,0.0,isto,0.0
3858890875607,"VODA JANA VITAMIN ANTIOX 1,5 L",Jamnica,1.79,,Pića,"Jana Vitamin Antiox c.ribiz 1,5 l PET",Jana,1.79,,,0.0,isto,0.0
3858882211154,OCAT VINSKI ZVIJEZDA 1 L,,1.79,,Hrana,Zvijezda vinski ocat 1l,Zvijezda,1.79,,,0.0,isto,0.0
3850108023985,"NAP.PROT.PISTACIA Z BREG.0,3 L",,1.79,,Hrana,"Z`bregov Napitak Protein pist.0,1%mm0,3L",Z`bregov,1.79,,,0.0,isto,0.0
5711953190117,NAPITAK MILKA NOISETTE 250 ml,,1.79,,Pića,Milka Napitak od čokolade Noisette250ml,Milka,1.79,,,0.0,isto,0.0
3859888666085,TJES.MARODI FUSILLI SVRD.400 g,,1.89,,Hrana,Marodi Tjestenina Fusilli 400 g,Marodi,1.89,,,0.0,isto,0.0
3856020901370,PEKMEZ BIOBAZA SUN 250ml,Biobaza,13.99,,Kozmetika,Biobaza Pekmez kralje.za brz.tam.250ml,Biobaza,13.99,,,0.0,isto,0.0
3858882211550,ULJE MASL.EXTRA DJEV.ZVIJ.1 L,Zvijezda,13.99,,Hrana,Zvijezda extra djev. maslinovo ulje 1 l,Zvijezda,13.99,,,0.0,isto,0.0
3858893252184,LUK MLADI - VEZICA,,0.79,,Hrana,Luk mladi vezica,Luk mladi,0.79,,,0.0,isto,0.0
3858881617056,MESNI NAREZAK PPK 100 g,Ppk,0.79,,Hrana,PPK Karlovac mesni narezak 100 g,PPK Karlovac,0.79,,,0.0,isto,0.0
4014500512075,DESERT PANNA COTTA JOGOB.150 g,Zott,0.79,,Hrana,"Zott Jogobella Jogurt Panna.mix3,5%150g",Zott,0.79,,,0.0,isto,0.0
3850104266720,JUHA BAKINA PODRAVKA 46 g,,0.79,,Hrana,Podravka bakina juha s tjes. i pov. 46 g,Podravka,0.79,,,0.0,isto,0.0
3858887101467,BRAŠ.PŠ.GLATKO T-550 TENA 1 kg,Tena,0.79,,Hrana,Tena Brašno glatko pšenično T-550 1kg_OC,Tena,0.79,,,0.0,isto,0.0
4006824018135,DRESING DEVELEY H.SENF 75 ml,,0.79,,Hrana,Develey prelj.za sal.s med i senf 75 ml,Develay,0.79,,,0.0,isto,0.0
7613287413727,JUHA MAGGI DALMATINSKA 40 g,Maggi,0.79,,Hrana,Maggi dalmatinska juha 40 g,Maggi,0.79,,,0.0,isto,0.0
3858884172569,BRAŠ.PŠ.GLATKO T-550 Č.M.1 kg,Cakovecki Mlinovi,0.79,,Hrana,ČKM Brašno glatko pšenično T-550 1 kg_OC,Čakovečki mlinovi,0.79,,,0.0,isto,0.0
8445290751096,HRANA ZA PSE FRISKIES JUN.85 g,Friskies,0.75,,Proizvodi za kućanstvo,Friskies Junior hrana za pse pile.85g,Friskies,0.75,,,0.0,isto,0.0
38502934,BOMBONI RONDO C CLASSIC 28 g,Rondo C,0.75,,Hrana,B_Rondo C bomboni  classic 28 g,Rondo C,0.75,,,0.0,isto,0.0
40122571,PRELJ.ZA SAL.KÜHNE AMER.250 ml,Kühne,2.79,,Hrana,Kühne Dressing American Caesar 250ml,Kühne,2.79,,,0.0,isto,0.0
3858890203691,SUDŽUK 400 g,Gavrilovic,13.89,,Hrana,Gavrilović Sudžuk 400 g,Gavrilović,13.89,,,0.0,isto,0.0
3859888152014,MINERAL.VODA JAMNICA 1 L P.A.,Jamnica,0.75,,Pića,Jamnica mineralna voda gazirana 1L PB,Jamnica,0.75,,,0.0,isto,0.0
3850104274817,PUDING ČOKOLADA PODRAVKA 45 g,Podravka,0.7,,Hrana,Dolcela puding od čokolade 45g,Dolcela,0.7,,,0.0,isto,0.0
3850104274800,PUDING VANILIJA PODRAVKA 37 g,Podravka,0.7,,Hrana,Dolcela puding od vanilije 37g,Dolcela,0.7,,,0.0,isto,0.0
7613036964081,MAČJA HRANA FRISKIES LOS.85 g,Friskies,0.69,,Proizvodi za kućanstvo,"Friskies za mačke, losos 85 g",Friskies,0.69,,,0.0,isto,0.0
3858887683444,KVASAC SVJEŽI DIGO 42 g,Zvijezda,0.69,,Hrana,DI-GO pekarski svježi kvasac 42g,DI-GO,0.69,,,0.0,isto,0.0
8594005025561,"LIKER PELINOVA 0,7 L",Stock,14.99,,Pića,"Pelinova Pelinkovac Liker biljni35%0,7L",Pelinova,14.99,,,0.0,isto,0.0
3850112122186,RAKIJA KOMOVICA BADEL 1L,Badel,14.02,,Pića,"Badel Komovica 37,5% 1 l",Badel,14.02,,,0.0,isto,0.0
3859888129849,RAKIJA TRAVARICA VINOPLOD 1 L,,14.02,,Pića,Vinoplod Travarica 38% 1 l,Vinoplod,14.02,,,0.0,isto,0.0
3859893720253,KOMBUCHA MENTA I LIMETA 330 ml,,2.79,,Pića,Ekipa Napitak ferm.Kombu.mint330mlLIM,Ekipa,2.79,,,0.0,isto,0.0
4062400111218,"GIN FINSBURRY DRY 0,70L",,13.99,,Pića,"Finsbury London Dry Gin 37,5% 0,7 l",Finsbury,13.99,,,0.0,isto,0.0
3856020909772,PEKMEZ BIOBAZA SUN TEKU. 250ml,Biobaza,13.99,,Kozmetika,Biobaza Pekmez tekući Tropic Sun 250 ml,Biobaza,13.99,,,0.0,isto,0.0
3856020903824,PEKMEZ BIOBAZA SUHO ULJE 250ml,Biobaza,13.99,,Kozmetika,Biobaza Pekmez kr.tek.za brz.tam.250ml,Biobaza,13.99,,,0.0,isto,0.0
3859889556514,VINO GRAŠEVINA ILOČKI P.BIB 3L,,13.99,,Pića,Iločki Podrumi Vino bij.Graševina BIB 3L,Iločki podrumi,13.99,,,0.0,isto,0.0
7613036964043,HRANA ZA MAČ.FRISKIES PIL.85 g,Friskies,0.69,,Proizvodi za kućanstvo,"Friskies za mačke, piletina 85g",Friskies,0.69,,,0.0,isto,0.0
